 >TARCYL  cylindrical target: Length= 20.0000 Diameter=  3.0000
      4500 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.50000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   3152   2  -3   2 1 1 1
   3153   3  -3   2 1 1 1
   3154   4  -3   2 1 1 1
   3155   5  -3   2 1 1 1
   3156   6  -3   2 1 1 1
   3157   7  -3   2 1 1 1
   3158   8  -3   2 1 1 1
   3159   9  -3   2 1 1 1
   3160  10  -3   2 1 1 1
   3161  11  -3   2 1 1 1
   3162  12  -3   2 1 1 1
   3163  13  -3   2 1 1 1
   3164  14  -3   2 1 1 1
   3165  15  -3   2 1 1 1
   3166  16  -3   2 1 1 1
   3167  17  -3   2 1 1 1
   3168  18  -3   2 1 1 1
   3169  19  -3   2 1 1 1
   3170  20  -3   2 1 1 1
   3171  21  -3   2 1 1 1
   3172  22  -3   2 1 1 1
   3173  23  -3   2 1 1 1
   3174  24  -3   2 1 1 1
   3175  25  -3   2 1 1 1
   3176  26  -3   2 1 1 1
   3177  27  -3   2 1 1 1
   3178  28  -3   2 1 1 1
   3179  29  -3   2 1 1 1
   3180  30  -3   2 1 1 1
   3181 -29  -2   2 1 1 1
   3182 -28  -2   2 1 1 1
   3183 -27  -2   2 1 1 1
   3184 -26  -2   2 1 1 1
   3185 -25  -2   2 1 1 1
   3186 -24  -2   2 1 1 1
   3187 -23  -2   2 1 1 1
   3188 -22  -2   2 1 1 1
   3189 -21  -2   2 1 1 1
   3190 -20  -2   2 1 1 1
   3191 -19  -2   2 1 1 1
   3192 -18  -2   2 1 1 1
   3193 -17  -2   2 1 1 1
   3194 -16  -2   2 1 1 1
   3195 -15  -2   2 1 1 1
   3196 -14  -2   2 1 1 1
   3197 -13  -2   2 1 1 1
   3198 -12  -2   2 1 1 1
   3199 -11  -2   2 1 1 1
   3200 -10  -2   2 1 1 1
   3201  -9  -2   2 1 1 1
   3202  -8  -2   2 1 1 1
   3203  -7  -2   2 1 1 1
   3204  -6  -2   2 1 1 1
   3205  -5  -2   2 1 1 1
   3206  -4  -2   2 1 1 1
   3207  -3  -2   2 1 1 1
   3208  -2  -2   2 1 1 1
   3209  -1  -2   2 1 1 1
   3210   0  -2   2 1 1 1
   3211   1  -2   2 1 1 1
   3212   2  -2   2 1 1 1
   3213   3  -2   2 1 1 1
   3214   4  -2   2 1 1 1
   3215   5  -2   2 1 1 1
   3216   6  -2   2 1 1 1
   3217   7  -2   2 1 1 1
   3218   8  -2   2 1 1 1
   3219   9  -2   2 1 1 1
   3220  10  -2   2 1 1 1
   3221  11  -2   2 1 1 1
   3222  12  -2   2 1 1 1
   3223  13  -2   2 1 1 1
   3224  14  -2   2 1 1 1
   3225  15  -2   2 1 1 1
   3226  16  -2   2 1 1 1
   3227  17  -2   2 1 1 1
   3228  18  -2   2 1 1 1
   3229  19  -2   2 1 1 1
   3230  20  -2   2 1 1 1
   3231  21  -2   2 1 1 1
   3232  22  -2   2 1 1 1
   3233  23  -2   2 1 1 1
   3234  24  -2   2 1 1 1
   3235  25  -2   2 1 1 1
   3236  26  -2   2 1 1 1
   3237  27  -2   2 1 1 1
   3238  28  -2   2 1 1 1
   3239  29  -2   2 1 1 1
   3240  30  -2   2 1 1 1
   3241 -29  -1   2 1 1 1
   3242 -28  -1   2 1 1 1
   3243 -27  -1   2 1 1 1
   3244 -26  -1   2 1 1 1
   3245 -25  -1   2 1 1 1
   3246 -24  -1   2 1 1 1
   3247 -23  -1   2 1 1 1
   3248 -22  -1   2 1 1 1
   3249 -21  -1   2 1 1 1
   3250 -20  -1   2 1 1 1
   3251 -19  -1   2 1 1 1
   3252 -18  -1   2 1 1 1
   3253 -17  -1   2 1 1 1
   3254 -16  -1   2 1 1 1
   3255 -15  -1   2 1 1 1
   3256 -14  -1   2 1 1 1
   3257 -13  -1   2 1 1 1
   3258 -12  -1   2 1 1 1
   3259 -11  -1   2 1 1 1
   3260 -10  -1   2 1 1 1
   3261  -9  -1   2 1 1 1
   3262  -8  -1   2 1 1 1
   3263  -7  -1   2 1 1 1
   3264  -6  -1   2 1 1 1
   3265  -5  -1   2 1 1 1
   3266  -4  -1   2 1 1 1
   3267  -3  -1   2 1 1 1
   3268  -2  -1   2 1 1 1
   3269  -1  -1   2 1 1 1
   3270   0  -1   2 1 1 1
   3271   1  -1   2 1 1 1
   3272   2  -1   2 1 1 1
   3273   3  -1   2 1 1 1
   3274   4  -1   2 1 1 1
   3275   5  -1   2 1 1 1
   3276   6  -1   2 1 1 1
   3277   7  -1   2 1 1 1
   3278   8  -1   2 1 1 1
   3279   9  -1   2 1 1 1
   3280  10  -1   2 1 1 1
   3281  11  -1   2 1 1 1
   3282  12  -1   2 1 1 1
   3283  13  -1   2 1 1 1
   3284  14  -1   2 1 1 1
   3285  15  -1   2 1 1 1
   3286  16  -1   2 1 1 1
   3287  17  -1   2 1 1 1
   3288  18  -1   2 1 1 1
   3289  19  -1   2 1 1 1
   3290  20  -1   2 1 1 1
   3291  21  -1   2 1 1 1
   3292  22  -1   2 1 1 1
   3293  23  -1   2 1 1 1
   3294  24  -1   2 1 1 1
   3295  25  -1   2 1 1 1
   3296  26  -1   2 1 1 1
   3297  27  -1   2 1 1 1
   3298  28  -1   2 1 1 1
   3299  29  -1   2 1 1 1
   3300  30  -1   2 1 1 1
   3301 -29   0   2 1 1 1
   3302 -28   0   2 1 1 1
   3303 -27   0   2 1 1 1
   3304 -26   0   2 1 1 1
   3305 -25   0   2 1 1 1
   3306 -24   0   2 1 1 1
   3307 -23   0   2 1 1 1
   3308 -22   0   2 1 1 1
   3309 -21   0   2 1 1 1
   3310 -20   0   2 1 1 1
   3311 -19   0   2 1 1 1
   3312 -18   0   2 1 1 1
   3313 -17   0   2 1 1 1
   3314 -16   0   2 1 1 1
   3315 -15   0   2 1 1 1
   3316 -14   0   2 1 1 1
   3317 -13   0   2 1 1 1
   3318 -12   0   2 1 1 1
   3319 -11   0   2 1 1 1
   3320 -10   0   2 1 1 1
   3321  -9   0   2 1 1 1
   3322  -8   0   2 1 1 1
   3323  -7   0   2 1 1 1
   3324  -6   0   2 1 1 1
   3325  -5   0   2 1 1 1
   3326  -4   0   2 1 1 1
   3327  -3   0   2 1 1 1
   3328  -2   0   2 1 1 1
   3329  -1   0   2 1 1 1
   3330   0   0   2 1 1 1
   3331   1   0   2 1 1 1
   3332   2   0   2 1 1 1
   3333   3   0   2 1 1 1
   3334   4   0   2 1 1 1
   3335   5   0   2 1 1 1
   3336   6   0   2 1 1 1
   3337   7   0   2 1 1 1
   3338   8   0   2 1 1 1
   3339   9   0   2 1 1 1
   3340  10   0   2 1 1 1
   3341  11   0   2 1 1 1
   3342  12   0   2 1 1 1
   3343  13   0   2 1 1 1
   3344  14   0   2 1 1 1
   3345  15   0   2 1 1 1
   3346  16   0   2 1 1 1
   3347  17   0   2 1 1 1
   3348  18   0   2 1 1 1
   3349  19   0   2 1 1 1
   3350  20   0   2 1 1 1
   3351  21   0   2 1 1 1
   3352  22   0   2 1 1 1
   3353  23   0   2 1 1 1
   3354  24   0   2 1 1 1
   3355  25   0   2 1 1 1
   3356  26   0   2 1 1 1
   3357  27   0   2 1 1 1
   3358  28   0   2 1 1 1
   3359  29   0   2 1 1 1
   3360  30   0   2 1 1 1
   3361 -29   1   2 1 1 1
   3362 -28   1   2 1 1 1
   3363 -27   1   2 1 1 1
   3364 -26   1   2 1 1 1
   3365 -25   1   2 1 1 1
   3366 -24   1   2 1 1 1
   3367 -23   1   2 1 1 1
   3368 -22   1   2 1 1 1
   3369 -21   1   2 1 1 1
   3370 -20   1   2 1 1 1
   3371 -19   1   2 1 1 1
   3372 -18   1   2 1 1 1
   3373 -17   1   2 1 1 1
   3374 -16   1   2 1 1 1
   3375 -15   1   2 1 1 1
   3376 -14   1   2 1 1 1
   3377 -13   1   2 1 1 1
   3378 -12   1   2 1 1 1
   3379 -11   1   2 1 1 1
   3380 -10   1   2 1 1 1
   3381  -9   1   2 1 1 1
   3382  -8   1   2 1 1 1
   3383  -7   1   2 1 1 1
   3384  -6   1   2 1 1 1
   3385  -5   1   2 1 1 1
   3386  -4   1   2 1 1 1
   3387  -3   1   2 1 1 1
   3388  -2   1   2 1 1 1
   3389  -1   1   2 1 1 1
   3390   0   1   2 1 1 1
   3391   1   1   2 1 1 1
   3392   2   1   2 1 1 1
   3393   3   1   2 1 1 1
   3394   4   1   2 1 1 1
   3395   5   1   2 1 1 1
   3396   6   1   2 1 1 1
   3397   7   1   2 1 1 1
   3398   8   1   2 1 1 1
   3399   9   1   2 1 1 1
   3400  10   1   2 1 1 1
   3401  11   1   2 1 1 1
   3402  12   1   2 1 1 1
   3403  13   1   2 1 1 1
   3404  14   1   2 1 1 1
   3405  15   1   2 1 1 1
   3406  16   1   2 1 1 1
   3407  17   1   2 1 1 1
   3408  18   1   2 1 1 1
   3409  19   1   2 1 1 1
   3410  20   1   2 1 1 1
   3411  21   1   2 1 1 1
   3412  22   1   2 1 1 1
   3413  23   1   2 1 1 1
   3414  24   1   2 1 1 1
   3415  25   1   2 1 1 1
   3416  26   1   2 1 1 1
   3417  27   1   2 1 1 1
   3418  28   1   2 1 1 1
   3419  29   1   2 1 1 1
   3420  30   1   2 1 1 1
   3421 -29   2   2 1 1 1
   3422 -28   2   2 1 1 1
   3423 -27   2   2 1 1 1
   3424 -26   2   2 1 1 1
   3425 -25   2   2 1 1 1
   3426 -24   2   2 1 1 1
   3427 -23   2   2 1 1 1
   3428 -22   2   2 1 1 1
   3429 -21   2   2 1 1 1
   3430 -20   2   2 1 1 1
   3431 -19   2   2 1 1 1
   3432 -18   2   2 1 1 1
   3433 -17   2   2 1 1 1
   3434 -16   2   2 1 1 1
   3435 -15   2   2 1 1 1
   3436 -14   2   2 1 1 1
   3437 -13   2   2 1 1 1
   3438 -12   2   2 1 1 1
   3439 -11   2   2 1 1 1
   3440 -10   2   2 1 1 1
   3441  -9   2   2 1 1 1
   3442  -8   2   2 1 1 1
   3443  -7   2   2 1 1 1
   3444  -6   2   2 1 1 1
   3445  -5   2   2 1 1 1
   3446  -4   2   2 1 1 1
   3447  -3   2   2 1 1 1
   3448  -2   2   2 1 1 1
   3449  -1   2   2 1 1 1
   3450   0   2   2 1 1 1
   3451   1   2   2 1 1 1
   3452   2   2   2 1 1 1
   3453   3   2   2 1 1 1
   3454   4   2   2 1 1 1
   3455   5   2   2 1 1 1
   3456   6   2   2 1 1 1
   3457   7   2   2 1 1 1
   3458   8   2   2 1 1 1
   3459   9   2   2 1 1 1
   3460  10   2   2 1 1 1
   3461  11   2   2 1 1 1
   3462  12   2   2 1 1 1
   3463  13   2   2 1 1 1
   3464  14   2   2 1 1 1
   3465  15   2   2 1 1 1
   3466  16   2   2 1 1 1
   3467  17   2   2 1 1 1
   3468  18   2   2 1 1 1
   3469  19   2   2 1 1 1
   3470  20   2   2 1 1 1
   3471  21   2   2 1 1 1
   3472  22   2   2 1 1 1
   3473  23   2   2 1 1 1
   3474  24   2   2 1 1 1
   3475  25   2   2 1 1 1
   3476  26   2   2 1 1 1
   3477  27   2   2 1 1 1
   3478  28   2   2 1 1 1
   3479  29   2   2 1 1 1
   3480  30   2   2 1 1 1
   3481 -29   3   2 1 1 1
   3482 -28   3   2 1 1 1
   3483 -27   3   2 1 1 1
   3484 -26   3   2 1 1 1
   3485 -25   3   2 1 1 1
   3486 -24   3   2 1 1 1
   3487 -23   3   2 1 1 1
   3488 -22   3   2 1 1 1
   3489 -21   3   2 1 1 1
   3490 -20   3   2 1 1 1
   3491 -19   3   2 1 1 1
   3492 -18   3   2 1 1 1
   3493 -17   3   2 1 1 1
   3494 -16   3   2 1 1 1
   3495 -15   3   2 1 1 1
   3496 -14   3   2 1 1 1
   3497 -13   3   2 1 1 1
   3498 -12   3   2 1 1 1
   3499 -11   3   2 1 1 1
   3500 -10   3   2 1 1 1
   3501  -9   3   2 1 1 1
   3502  -8   3   2 1 1 1
   3503  -7   3   2 1 1 1
   3504  -6   3   2 1 1 1
   3505  -5   3   2 1 1 1
   3506  -4   3   2 1 1 1
   3507  -3   3   2 1 1 1
   3508  -2   3   2 1 1 1
   3509  -1   3   2 1 1 1
   3510   0   3   2 1 1 1
   3511   1   3   2 1 1 1
   3512   2   3   2 1 1 1
   3513   3   3   2 1 1 1
   3514   4   3   2 1 1 1
   3515   5   3   2 1 1 1
   3516   6   3   2 1 1 1
   3517   7   3   2 1 1 1
   3518   8   3   2 1 1 1
   3519   9   3   2 1 1 1
   3520  10   3   2 1 1 1
   3521  11   3   2 1 1 1
   3522  12   3   2 1 1 1
   3523  13   3   2 1 1 1
   3524  14   3   2 1 1 1
   3525  15   3   2 1 1 1
   3526  16   3   2 1 1 1
   3527  17   3   2 1 1 1
   3528  18   3   2 1 1 1
   3529  19   3   2 1 1 1
   3530  20   3   2 1 1 1
   3531  21   3   2 1 1 1
   3532  22   3   2 1 1 1
   3533  23   3   2 1 1 1
   3534  24   3   2 1 1 1
   3535  25   3   2 1 1 1
   3536  26   3   2 1 1 1
   3537  27   3   2 1 1 1
   3538  28   3   2 1 1 1
   3539  29   3   2 1 1 1
   3540  30   3   2 1 1 1
   3541 -29   4   2 1 1 1
   3542 -28   4   2 1 1 1
   3543 -27   4   2 1 1 1
   3544 -26   4   2 1 1 1
   3545 -25   4   2 1 1 1
   3546 -24   4   2 1 1 1
   3547 -23   4   2 1 1 1
   3548 -22   4   2 1 1 1
   3549 -21   4   2 1 1 1
   3550 -20   4   2 1 1 1
   3551 -19   4   2 1 1 1
   3552 -18   4   2 1 1 1
   3553 -17   4   2 1 1 1
   3554 -16   4   2 1 1 1
   3555 -15   4   2 1 1 1
   3556 -14   4   2 1 1 1
   3557 -13   4   2 1 1 1
   3558 -12   4   2 1 1 1
   3559 -11   4   2 1 1 1
   3560 -10   4   2 1 1 1
   3561  -9   4   2 1 1 1
   3562  -8   4   2 1 1 1
   3563  -7   4   2 1 1 1
   3564  -6   4   2 1 1 1
   3565  -5   4   2 1 1 1
   3566  -4   4   2 1 1 1
   3567  -3   4   2 1 1 1
   3568  -2   4   2 1 1 1
   3569  -1   4   2 1 1 1
   3570   0   4   2 1 1 1
   3571   1   4   2 1 1 1
   3572   2   4   2 1 1 1
   3573   3   4   2 1 1 1
   3574   4   4   2 1 1 1
   3575   5   4   2 1 1 1
   3576   6   4   2 1 1 1
   3577   7   4   2 1 1 1
   3578   8   4   2 1 1 1
   3579   9   4   2 1 1 1
   3580  10   4   2 1 1 1
   3581  11   4   2 1 1 1
   3582  12   4   2 1 1 1
   3583  13   4   2 1 1 1
   3584  14   4   2 1 1 1
   3585  15   4   2 1 1 1
   3586  16   4   2 1 1 1
   3587  17   4   2 1 1 1
   3588  18   4   2 1 1 1
   3589  19   4   2 1 1 1
   3590  20   4   2 1 1 1
   3591  21   4   2 1 1 1
   3592  22   4   2 1 1 1
   3593  23   4   2 1 1 1
   3594  24   4   2 1 1 1
   3595  25   4   2 1 1 1
   3596  26   4   2 1 1 1
   3597  27   4   2 1 1 1
   3598  28   4   2 1 1 1
   3599  29   4   2 1 1 1
   3600  30   4   2 1 1 1
   3601 -29  -3   3 1 1 1
   3602 -28  -3   3 1 1 1
   3603 -27  -3   3 1 1 1
   3604 -26  -3   3 1 1 1
   3605 -25  -3   3 1 1 1
   3606 -24  -3   3 1 1 1
   3607 -23  -3   3 1 1 1
   3608 -22  -3   3 1 1 1
   3609 -21  -3   3 1 1 1
   3610 -20  -3   3 1 1 1
   3611 -19  -3   3 1 1 1
   3612 -18  -3   3 1 1 1
   3613 -17  -3   3 1 1 1
   3614 -16  -3   3 1 1 1
   3615 -15  -3   3 1 1 1
   3616 -14  -3   3 1 1 1
   3617 -13  -3   3 1 1 1
   3618 -12  -3   3 1 1 1
   3619 -11  -3   3 1 1 1
   3620 -10  -3   3 1 1 1
   3621  -9  -3   3 1 1 1
   3622  -8  -3   3 1 1 1
   3623  -7  -3   3 1 1 1
   3624  -6  -3   3 1 1 1
   3625  -5  -3   3 1 1 1
   3626  -4  -3   3 1 1 1
   3627  -3  -3   3 1 1 1
   3628  -2  -3   3 1 1 1
   3629  -1  -3   3 1 1 1
   3630   0  -3   3 1 1 1
   3631   1  -3   3 1 1 1
   3632   2  -3   3 1 1 1
   3633   3  -3   3 1 1 1
   3634   4  -3   3 1 1 1
   3635   5  -3   3 1 1 1
   3636   6  -3   3 1 1 1
   3637   7  -3   3 1 1 1
   3638   8  -3   3 1 1 1
   3639   9  -3   3 1 1 1
   3640  10  -3   3 1 1 1
   3641  11  -3   3 1 1 1
   3642  12  -3   3 1 1 1
   3643  13  -3   3 1 1 1
   3644  14  -3   3 1 1 1
   3645  15  -3   3 1 1 1
   3646  16  -3   3 1 1 1
   3647  17  -3   3 1 1 1
   3648  18  -3   3 1 1 1
   3649  19  -3   3 1 1 1
   3650  20  -3   3 1 1 1
   3651  21  -3   3 1 1 1
   3652  22  -3   3 1 1 1
   3653  23  -3   3 1 1 1
   3654  24  -3   3 1 1 1
   3655  25  -3   3 1 1 1
   3656  26  -3   3 1 1 1
   3657  27  -3   3 1 1 1
   3658  28  -3   3 1 1 1
   3659  29  -3   3 1 1 1
   3660  30  -3   3 1 1 1
   3661 -29  -2   3 1 1 1
   3662 -28  -2   3 1 1 1
   3663 -27  -2   3 1 1 1
   3664 -26  -2   3 1 1 1
   3665 -25  -2   3 1 1 1
   3666 -24  -2   3 1 1 1
   3667 -23  -2   3 1 1 1
   3668 -22  -2   3 1 1 1
   3669 -21  -2   3 1 1 1
   3670 -20  -2   3 1 1 1
   3671 -19  -2   3 1 1 1
   3672 -18  -2   3 1 1 1
   3673 -17  -2   3 1 1 1
   3674 -16  -2   3 1 1 1
   3675 -15  -2   3 1 1 1
   3676 -14  -2   3 1 1 1
   3677 -13  -2   3 1 1 1
   3678 -12  -2   3 1 1 1
   3679 -11  -2   3 1 1 1
   3680 -10  -2   3 1 1 1
   3681  -9  -2   3 1 1 1
   3682  -8  -2   3 1 1 1
   3683  -7  -2   3 1 1 1
   3684  -6  -2   3 1 1 1
   3685  -5  -2   3 1 1 1
   3686  -4  -2   3 1 1 1
   3687  -3  -2   3 1 1 1
   3688  -2  -2   3 1 1 1
   3689  -1  -2   3 1 1 1
   3690   0  -2   3 1 1 1
   3691   1  -2   3 1 1 1
   3692   2  -2   3 1 1 1
   3693   3  -2   3 1 1 1
   3694   4  -2   3 1 1 1
   3695   5  -2   3 1 1 1
   3696   6  -2   3 1 1 1
   3697   7  -2   3 1 1 1
   3698   8  -2   3 1 1 1
   3699   9  -2   3 1 1 1
   3700  10  -2   3 1 1 1
   3701  11  -2   3 1 1 1
   3702  12  -2   3 1 1 1
   3703  13  -2   3 1 1 1
   3704  14  -2   3 1 1 1
   3705  15  -2   3 1 1 1
   3706  16  -2   3 1 1 1
   3707  17  -2   3 1 1 1
   3708  18  -2   3 1 1 1
   3709  19  -2   3 1 1 1
   3710  20  -2   3 1 1 1
   3711  21  -2   3 1 1 1
   3712  22  -2   3 1 1 1
   3713  23  -2   3 1 1 1
   3714  24  -2   3 1 1 1
   3715  25  -2   3 1 1 1
   3716  26  -2   3 1 1 1
   3717  27  -2   3 1 1 1
   3718  28  -2   3 1 1 1
   3719  29  -2   3 1 1 1
   3720  30  -2   3 1 1 1
   3721 -29  -1   3 1 1 1
   3722 -28  -1   3 1 1 1
   3723 -27  -1   3 1 1 1
   3724 -26  -1   3 1 1 1
   3725 -25  -1   3 1 1 1
   3726 -24  -1   3 1 1 1
   3727 -23  -1   3 1 1 1
   3728 -22  -1   3 1 1 1
   3729 -21  -1   3 1 1 1
   3730 -20  -1   3 1 1 1
   3731 -19  -1   3 1 1 1
   3732 -18  -1   3 1 1 1
   3733 -17  -1   3 1 1 1
   3734 -16  -1   3 1 1 1
   3735 -15  -1   3 1 1 1
   3736 -14  -1   3 1 1 1
   3737 -13  -1   3 1 1 1
   3738 -12  -1   3 1 1 1
   3739 -11  -1   3 1 1 1
   3740 -10  -1   3 1 1 1
   3741  -9  -1   3 1 1 1
   3742  -8  -1   3 1 1 1
   3743  -7  -1   3 1 1 1
   3744  -6  -1   3 1 1 1
   3745  -5  -1   3 1 1 1
   3746  -4  -1   3 1 1 1
   3747  -3  -1   3 1 1 1
   3748  -2  -1   3 1 1 1
   3749  -1  -1   3 1 1 1
   3750   0  -1   3 1 1 1
   3751   1  -1   3 1 1 1
   3752   2  -1   3 1 1 1
   3753   3  -1   3 1 1 1
   3754   4  -1   3 1 1 1
   3755   5  -1   3 1 1 1
   3756   6  -1   3 1 1 1
   3757   7  -1   3 1 1 1
   3758   8  -1   3 1 1 1
   3759   9  -1   3 1 1 1
   3760  10  -1   3 1 1 1
   3761  11  -1   3 1 1 1
   3762  12  -1   3 1 1 1
   3763  13  -1   3 1 1 1
   3764  14  -1   3 1 1 1
   3765  15  -1   3 1 1 1
   3766  16  -1   3 1 1 1
   3767  17  -1   3 1 1 1
   3768  18  -1   3 1 1 1
   3769  19  -1   3 1 1 1
   3770  20  -1   3 1 1 1
   3771  21  -1   3 1 1 1
   3772  22  -1   3 1 1 1
   3773  23  -1   3 1 1 1
   3774  24  -1   3 1 1 1
   3775  25  -1   3 1 1 1
   3776  26  -1   3 1 1 1
   3777  27  -1   3 1 1 1
   3778  28  -1   3 1 1 1
   3779  29  -1   3 1 1 1
   3780  30  -1   3 1 1 1
   3781 -29   0   3 1 1 1
   3782 -28   0   3 1 1 1
   3783 -27   0   3 1 1 1
   3784 -26   0   3 1 1 1
   3785 -25   0   3 1 1 1
   3786 -24   0   3 1 1 1
   3787 -23   0   3 1 1 1
   3788 -22   0   3 1 1 1
   3789 -21   0   3 1 1 1
   3790 -20   0   3 1 1 1
   3791 -19   0   3 1 1 1
   3792 -18   0   3 1 1 1
   3793 -17   0   3 1 1 1
   3794 -16   0   3 1 1 1
   3795 -15   0   3 1 1 1
   3796 -14   0   3 1 1 1
   3797 -13   0   3 1 1 1
   3798 -12   0   3 1 1 1
   3799 -11   0   3 1 1 1
   3800 -10   0   3 1 1 1
   3801  -9   0   3 1 1 1
   3802  -8   0   3 1 1 1
   3803  -7   0   3 1 1 1
   3804  -6   0   3 1 1 1
   3805  -5   0   3 1 1 1
   3806  -4   0   3 1 1 1
   3807  -3   0   3 1 1 1
   3808  -2   0   3 1 1 1
   3809  -1   0   3 1 1 1
   3810   0   0   3 1 1 1
   3811   1   0   3 1 1 1
   3812   2   0   3 1 1 1
   3813   3   0   3 1 1 1
   3814   4   0   3 1 1 1
   3815   5   0   3 1 1 1
   3816   6   0   3 1 1 1
   3817   7   0   3 1 1 1
   3818   8   0   3 1 1 1
   3819   9   0   3 1 1 1
   3820  10   0   3 1 1 1
   3821  11   0   3 1 1 1
   3822  12   0   3 1 1 1
   3823  13   0   3 1 1 1
   3824  14   0   3 1 1 1
   3825  15   0   3 1 1 1
   3826  16   0   3 1 1 1
   3827  17   0   3 1 1 1
   3828  18   0   3 1 1 1
   3829  19   0   3 1 1 1
   3830  20   0   3 1 1 1
   3831  21   0   3 1 1 1
   3832  22   0   3 1 1 1
   3833  23   0   3 1 1 1
   3834  24   0   3 1 1 1
   3835  25   0   3 1 1 1
   3836  26   0   3 1 1 1
   3837  27   0   3 1 1 1
   3838  28   0   3 1 1 1
   3839  29   0   3 1 1 1
   3840  30   0   3 1 1 1
   3841 -29   1   3 1 1 1
   3842 -28   1   3 1 1 1
   3843 -27   1   3 1 1 1
   3844 -26   1   3 1 1 1
   3845 -25   1   3 1 1 1
   3846 -24   1   3 1 1 1
   3847 -23   1   3 1 1 1
   3848 -22   1   3 1 1 1
   3849 -21   1   3 1 1 1
   3850 -20   1   3 1 1 1
   3851 -19   1   3 1 1 1
   3852 -18   1   3 1 1 1
   3853 -17   1   3 1 1 1
   3854 -16   1   3 1 1 1
   3855 -15   1   3 1 1 1
   3856 -14   1   3 1 1 1
   3857 -13   1   3 1 1 1
   3858 -12   1   3 1 1 1
   3859 -11   1   3 1 1 1
   3860 -10   1   3 1 1 1
   3861  -9   1   3 1 1 1
   3862  -8   1   3 1 1 1
   3863  -7   1   3 1 1 1
   3864  -6   1   3 1 1 1
   3865  -5   1   3 1 1 1
   3866  -4   1   3 1 1 1
   3867  -3   1   3 1 1 1
   3868  -2   1   3 1 1 1
   3869  -1   1   3 1 1 1
   3870   0   1   3 1 1 1
   3871   1   1   3 1 1 1
   3872   2   1   3 1 1 1
   3873   3   1   3 1 1 1
   3874   4   1   3 1 1 1
   3875   5   1   3 1 1 1
   3876   6   1   3 1 1 1
   3877   7   1   3 1 1 1
   3878   8   1   3 1 1 1
   3879   9   1   3 1 1 1
   3880  10   1   3 1 1 1
   3881  11   1   3 1 1 1
   3882  12   1   3 1 1 1
   3883  13   1   3 1 1 1
   3884  14   1   3 1 1 1
   3885  15   1   3 1 1 1
   3886  16   1   3 1 1 1
   3887  17   1   3 1 1 1
   3888  18   1   3 1 1 1
   3889  19   1   3 1 1 1
   3890  20   1   3 1 1 1
   3891  21   1   3 1 1 1
   3892  22   1   3 1 1 1
   3893  23   1   3 1 1 1
   3894  24   1   3 1 1 1
   3895  25   1   3 1 1 1
   3896  26   1   3 1 1 1
   3897  27   1   3 1 1 1
   3898  28   1   3 1 1 1
   3899  29   1   3 1 1 1
   3900  30   1   3 1 1 1
   3901 -29   2   3 1 1 1
   3902 -28   2   3 1 1 1
   3903 -27   2   3 1 1 1
   3904 -26   2   3 1 1 1
   3905 -25   2   3 1 1 1
   3906 -24   2   3 1 1 1
   3907 -23   2   3 1 1 1
   3908 -22   2   3 1 1 1
   3909 -21   2   3 1 1 1
   3910 -20   2   3 1 1 1
   3911 -19   2   3 1 1 1
   3912 -18   2   3 1 1 1
   3913 -17   2   3 1 1 1
   3914 -16   2   3 1 1 1
   3915 -15   2   3 1 1 1
   3916 -14   2   3 1 1 1
   3917 -13   2   3 1 1 1
   3918 -12   2   3 1 1 1
   3919 -11   2   3 1 1 1
   3920 -10   2   3 1 1 1
   3921  -9   2   3 1 1 1
   3922  -8   2   3 1 1 1
   3923  -7   2   3 1 1 1
   3924  -6   2   3 1 1 1
   3925  -5   2   3 1 1 1
   3926  -4   2   3 1 1 1
   3927  -3   2   3 1 1 1
   3928  -2   2   3 1 1 1
   3929  -1   2   3 1 1 1
   3930   0   2   3 1 1 1
   3931   1   2   3 1 1 1
   3932   2   2   3 1 1 1
   3933   3   2   3 1 1 1
   3934   4   2   3 1 1 1
   3935   5   2   3 1 1 1
   3936   6   2   3 1 1 1
   3937   7   2   3 1 1 1
   3938   8   2   3 1 1 1
   3939   9   2   3 1 1 1
   3940  10   2   3 1 1 1
   3941  11   2   3 1 1 1
   3942  12   2   3 1 1 1
   3943  13   2   3 1 1 1
   3944  14   2   3 1 1 1
   3945  15   2   3 1 1 1
   3946  16   2   3 1 1 1
   3947  17   2   3 1 1 1
   3948  18   2   3 1 1 1
   3949  19   2   3 1 1 1
   3950  20   2   3 1 1 1
   3951  21   2   3 1 1 1
   3952  22   2   3 1 1 1
   3953  23   2   3 1 1 1
   3954  24   2   3 1 1 1
   3955  25   2   3 1 1 1
   3956  26   2   3 1 1 1
   3957  27   2   3 1 1 1
   3958  28   2   3 1 1 1
   3959  29   2   3 1 1 1
   3960  30   2   3 1 1 1
   3961 -29   3   3 1 1 1
   3962 -28   3   3 1 1 1
   3963 -27   3   3 1 1 1
   3964 -26   3   3 1 1 1
   3965 -25   3   3 1 1 1
   3966 -24   3   3 1 1 1
   3967 -23   3   3 1 1 1
