 >TARCYL  cylindrical target: Length= 66.0000 Diameter= 20.0000
     20856 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.50000  -0.50000  -0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
  15274  -5   5   4 1 1 1
  15275  -4   5   4 1 1 1
  15276  -3   5   4 1 1 1
  15277  -2   5   4 1 1 1
  15278  -1   5   4 1 1 1
  15279   0   5   4 1 1 1
  15280   1   5   4 1 1 1
  15281   2   5   4 1 1 1
  15282   3   5   4 1 1 1
  15283   4   5   4 1 1 1
  15284   5   5   4 1 1 1
  15285   6   5   4 1 1 1
  15286   7   5   4 1 1 1
  15287   8   5   4 1 1 1
  15288   9   5   4 1 1 1
  15289  10   5   4 1 1 1
  15290  11   5   4 1 1 1
  15291  12   5   4 1 1 1
  15292  13   5   4 1 1 1
  15293  14   5   4 1 1 1
  15294  15   5   4 1 1 1
  15295  16   5   4 1 1 1
  15296  17   5   4 1 1 1
  15297  18   5   4 1 1 1
  15298  19   5   4 1 1 1
  15299  20   5   4 1 1 1
  15300  21   5   4 1 1 1
  15301  22   5   4 1 1 1
  15302  23   5   4 1 1 1
  15303  24   5   4 1 1 1
  15304  25   5   4 1 1 1
  15305  26   5   4 1 1 1
  15306  27   5   4 1 1 1
  15307  28   5   4 1 1 1
  15308  29   5   4 1 1 1
  15309  30   5   4 1 1 1
  15310  31   5   4 1 1 1
  15311  32   5   4 1 1 1
  15312  33   5   4 1 1 1
  15313 -32   6   4 1 1 1
  15314 -31   6   4 1 1 1
  15315 -30   6   4 1 1 1
  15316 -29   6   4 1 1 1
  15317 -28   6   4 1 1 1
  15318 -27   6   4 1 1 1
  15319 -26   6   4 1 1 1
  15320 -25   6   4 1 1 1
  15321 -24   6   4 1 1 1
  15322 -23   6   4 1 1 1
  15323 -22   6   4 1 1 1
  15324 -21   6   4 1 1 1
  15325 -20   6   4 1 1 1
  15326 -19   6   4 1 1 1
  15327 -18   6   4 1 1 1
  15328 -17   6   4 1 1 1
  15329 -16   6   4 1 1 1
  15330 -15   6   4 1 1 1
  15331 -14   6   4 1 1 1
  15332 -13   6   4 1 1 1
  15333 -12   6   4 1 1 1
  15334 -11   6   4 1 1 1
  15335 -10   6   4 1 1 1
  15336  -9   6   4 1 1 1
  15337  -8   6   4 1 1 1
  15338  -7   6   4 1 1 1
  15339  -6   6   4 1 1 1
  15340  -5   6   4 1 1 1
  15341  -4   6   4 1 1 1
  15342  -3   6   4 1 1 1
  15343  -2   6   4 1 1 1
  15344  -1   6   4 1 1 1
  15345   0   6   4 1 1 1
  15346   1   6   4 1 1 1
  15347   2   6   4 1 1 1
  15348   3   6   4 1 1 1
  15349   4   6   4 1 1 1
  15350   5   6   4 1 1 1
  15351   6   6   4 1 1 1
  15352   7   6   4 1 1 1
  15353   8   6   4 1 1 1
  15354   9   6   4 1 1 1
  15355  10   6   4 1 1 1
  15356  11   6   4 1 1 1
  15357  12   6   4 1 1 1
  15358  13   6   4 1 1 1
  15359  14   6   4 1 1 1
  15360  15   6   4 1 1 1
  15361  16   6   4 1 1 1
  15362  17   6   4 1 1 1
  15363  18   6   4 1 1 1
  15364  19   6   4 1 1 1
  15365  20   6   4 1 1 1
  15366  21   6   4 1 1 1
  15367  22   6   4 1 1 1
  15368  23   6   4 1 1 1
  15369  24   6   4 1 1 1
  15370  25   6   4 1 1 1
  15371  26   6   4 1 1 1
  15372  27   6   4 1 1 1
  15373  28   6   4 1 1 1
  15374  29   6   4 1 1 1
  15375  30   6   4 1 1 1
  15376  31   6   4 1 1 1
  15377  32   6   4 1 1 1
  15378  33   6   4 1 1 1
  15379 -32   7   4 1 1 1
  15380 -31   7   4 1 1 1
  15381 -30   7   4 1 1 1
  15382 -29   7   4 1 1 1
  15383 -28   7   4 1 1 1
  15384 -27   7   4 1 1 1
  15385 -26   7   4 1 1 1
  15386 -25   7   4 1 1 1
  15387 -24   7   4 1 1 1
  15388 -23   7   4 1 1 1
  15389 -22   7   4 1 1 1
  15390 -21   7   4 1 1 1
  15391 -20   7   4 1 1 1
  15392 -19   7   4 1 1 1
  15393 -18   7   4 1 1 1
  15394 -17   7   4 1 1 1
  15395 -16   7   4 1 1 1
  15396 -15   7   4 1 1 1
  15397 -14   7   4 1 1 1
  15398 -13   7   4 1 1 1
  15399 -12   7   4 1 1 1
  15400 -11   7   4 1 1 1
  15401 -10   7   4 1 1 1
  15402  -9   7   4 1 1 1
  15403  -8   7   4 1 1 1
  15404  -7   7   4 1 1 1
  15405  -6   7   4 1 1 1
  15406  -5   7   4 1 1 1
  15407  -4   7   4 1 1 1
  15408  -3   7   4 1 1 1
  15409  -2   7   4 1 1 1
  15410  -1   7   4 1 1 1
  15411   0   7   4 1 1 1
  15412   1   7   4 1 1 1
  15413   2   7   4 1 1 1
  15414   3   7   4 1 1 1
  15415   4   7   4 1 1 1
  15416   5   7   4 1 1 1
  15417   6   7   4 1 1 1
  15418   7   7   4 1 1 1
  15419   8   7   4 1 1 1
  15420   9   7   4 1 1 1
  15421  10   7   4 1 1 1
  15422  11   7   4 1 1 1
  15423  12   7   4 1 1 1
  15424  13   7   4 1 1 1
  15425  14   7   4 1 1 1
  15426  15   7   4 1 1 1
  15427  16   7   4 1 1 1
  15428  17   7   4 1 1 1
  15429  18   7   4 1 1 1
  15430  19   7   4 1 1 1
  15431  20   7   4 1 1 1
  15432  21   7   4 1 1 1
  15433  22   7   4 1 1 1
  15434  23   7   4 1 1 1
  15435  24   7   4 1 1 1
  15436  25   7   4 1 1 1
  15437  26   7   4 1 1 1
  15438  27   7   4 1 1 1
  15439  28   7   4 1 1 1
  15440  29   7   4 1 1 1
  15441  30   7   4 1 1 1
  15442  31   7   4 1 1 1
  15443  32   7   4 1 1 1
  15444  33   7   4 1 1 1
  15445 -32   8   4 1 1 1
  15446 -31   8   4 1 1 1
  15447 -30   8   4 1 1 1
  15448 -29   8   4 1 1 1
  15449 -28   8   4 1 1 1
  15450 -27   8   4 1 1 1
  15451 -26   8   4 1 1 1
  15452 -25   8   4 1 1 1
  15453 -24   8   4 1 1 1
  15454 -23   8   4 1 1 1
  15455 -22   8   4 1 1 1
  15456 -21   8   4 1 1 1
  15457 -20   8   4 1 1 1
  15458 -19   8   4 1 1 1
  15459 -18   8   4 1 1 1
  15460 -17   8   4 1 1 1
  15461 -16   8   4 1 1 1
  15462 -15   8   4 1 1 1
  15463 -14   8   4 1 1 1
  15464 -13   8   4 1 1 1
  15465 -12   8   4 1 1 1
  15466 -11   8   4 1 1 1
  15467 -10   8   4 1 1 1
  15468  -9   8   4 1 1 1
  15469  -8   8   4 1 1 1
  15470  -7   8   4 1 1 1
  15471  -6   8   4 1 1 1
  15472  -5   8   4 1 1 1
  15473  -4   8   4 1 1 1
  15474  -3   8   4 1 1 1
  15475  -2   8   4 1 1 1
  15476  -1   8   4 1 1 1
  15477   0   8   4 1 1 1
  15478   1   8   4 1 1 1
  15479   2   8   4 1 1 1
  15480   3   8   4 1 1 1
  15481   4   8   4 1 1 1
  15482   5   8   4 1 1 1
  15483   6   8   4 1 1 1
  15484   7   8   4 1 1 1
  15485   8   8   4 1 1 1
  15486   9   8   4 1 1 1
  15487  10   8   4 1 1 1
  15488  11   8   4 1 1 1
  15489  12   8   4 1 1 1
  15490  13   8   4 1 1 1
  15491  14   8   4 1 1 1
  15492  15   8   4 1 1 1
  15493  16   8   4 1 1 1
  15494  17   8   4 1 1 1
  15495  18   8   4 1 1 1
  15496  19   8   4 1 1 1
  15497  20   8   4 1 1 1
  15498  21   8   4 1 1 1
  15499  22   8   4 1 1 1
  15500  23   8   4 1 1 1
  15501  24   8   4 1 1 1
  15502  25   8   4 1 1 1
  15503  26   8   4 1 1 1
  15504  27   8   4 1 1 1
  15505  28   8   4 1 1 1
  15506  29   8   4 1 1 1
  15507  30   8   4 1 1 1
  15508  31   8   4 1 1 1
  15509  32   8   4 1 1 1
  15510  33   8   4 1 1 1
  15511 -32   9   4 1 1 1
  15512 -31   9   4 1 1 1
  15513 -30   9   4 1 1 1
  15514 -29   9   4 1 1 1
  15515 -28   9   4 1 1 1
  15516 -27   9   4 1 1 1
  15517 -26   9   4 1 1 1
  15518 -25   9   4 1 1 1
  15519 -24   9   4 1 1 1
  15520 -23   9   4 1 1 1
  15521 -22   9   4 1 1 1
  15522 -21   9   4 1 1 1
  15523 -20   9   4 1 1 1
  15524 -19   9   4 1 1 1
  15525 -18   9   4 1 1 1
  15526 -17   9   4 1 1 1
  15527 -16   9   4 1 1 1
  15528 -15   9   4 1 1 1
  15529 -14   9   4 1 1 1
  15530 -13   9   4 1 1 1
  15531 -12   9   4 1 1 1
  15532 -11   9   4 1 1 1
  15533 -10   9   4 1 1 1
  15534  -9   9   4 1 1 1
  15535  -8   9   4 1 1 1
  15536  -7   9   4 1 1 1
  15537  -6   9   4 1 1 1
  15538  -5   9   4 1 1 1
  15539  -4   9   4 1 1 1
  15540  -3   9   4 1 1 1
  15541  -2   9   4 1 1 1
  15542  -1   9   4 1 1 1
  15543   0   9   4 1 1 1
  15544   1   9   4 1 1 1
  15545   2   9   4 1 1 1
  15546   3   9   4 1 1 1
  15547   4   9   4 1 1 1
  15548   5   9   4 1 1 1
  15549   6   9   4 1 1 1
  15550   7   9   4 1 1 1
  15551   8   9   4 1 1 1
  15552   9   9   4 1 1 1
  15553  10   9   4 1 1 1
  15554  11   9   4 1 1 1
  15555  12   9   4 1 1 1
  15556  13   9   4 1 1 1
  15557  14   9   4 1 1 1
  15558  15   9   4 1 1 1
  15559  16   9   4 1 1 1
  15560  17   9   4 1 1 1
  15561  18   9   4 1 1 1
  15562  19   9   4 1 1 1
  15563  20   9   4 1 1 1
  15564  21   9   4 1 1 1
  15565  22   9   4 1 1 1
  15566  23   9   4 1 1 1
  15567  24   9   4 1 1 1
  15568  25   9   4 1 1 1
  15569  26   9   4 1 1 1
  15570  27   9   4 1 1 1
  15571  28   9   4 1 1 1
  15572  29   9   4 1 1 1
  15573  30   9   4 1 1 1
  15574  31   9   4 1 1 1
  15575  32   9   4 1 1 1
  15576  33   9   4 1 1 1
  15577 -32  -8   5 1 1 1
  15578 -31  -8   5 1 1 1
  15579 -30  -8   5 1 1 1
  15580 -29  -8   5 1 1 1
  15581 -28  -8   5 1 1 1
  15582 -27  -8   5 1 1 1
  15583 -26  -8   5 1 1 1
  15584 -25  -8   5 1 1 1
  15585 -24  -8   5 1 1 1
  15586 -23  -8   5 1 1 1
  15587 -22  -8   5 1 1 1
  15588 -21  -8   5 1 1 1
  15589 -20  -8   5 1 1 1
  15590 -19  -8   5 1 1 1
  15591 -18  -8   5 1 1 1
  15592 -17  -8   5 1 1 1
  15593 -16  -8   5 1 1 1
  15594 -15  -8   5 1 1 1
  15595 -14  -8   5 1 1 1
  15596 -13  -8   5 1 1 1
  15597 -12  -8   5 1 1 1
  15598 -11  -8   5 1 1 1
  15599 -10  -8   5 1 1 1
  15600  -9  -8   5 1 1 1
  15601  -8  -8   5 1 1 1
  15602  -7  -8   5 1 1 1
  15603  -6  -8   5 1 1 1
  15604  -5  -8   5 1 1 1
  15605  -4  -8   5 1 1 1
  15606  -3  -8   5 1 1 1
  15607  -2  -8   5 1 1 1
  15608  -1  -8   5 1 1 1
  15609   0  -8   5 1 1 1
  15610   1  -8   5 1 1 1
  15611   2  -8   5 1 1 1
  15612   3  -8   5 1 1 1
  15613   4  -8   5 1 1 1
  15614   5  -8   5 1 1 1
  15615   6  -8   5 1 1 1
  15616   7  -8   5 1 1 1
  15617   8  -8   5 1 1 1
  15618   9  -8   5 1 1 1
  15619  10  -8   5 1 1 1
  15620  11  -8   5 1 1 1
  15621  12  -8   5 1 1 1
  15622  13  -8   5 1 1 1
  15623  14  -8   5 1 1 1
  15624  15  -8   5 1 1 1
  15625  16  -8   5 1 1 1
  15626  17  -8   5 1 1 1
  15627  18  -8   5 1 1 1
  15628  19  -8   5 1 1 1
  15629  20  -8   5 1 1 1
  15630  21  -8   5 1 1 1
  15631  22  -8   5 1 1 1
  15632  23  -8   5 1 1 1
  15633  24  -8   5 1 1 1
  15634  25  -8   5 1 1 1
  15635  26  -8   5 1 1 1
  15636  27  -8   5 1 1 1
  15637  28  -8   5 1 1 1
  15638  29  -8   5 1 1 1
  15639  30  -8   5 1 1 1
  15640  31  -8   5 1 1 1
  15641  32  -8   5 1 1 1
  15642  33  -8   5 1 1 1
  15643 -32  -7   5 1 1 1
  15644 -31  -7   5 1 1 1
  15645 -30  -7   5 1 1 1
  15646 -29  -7   5 1 1 1
  15647 -28  -7   5 1 1 1
  15648 -27  -7   5 1 1 1
  15649 -26  -7   5 1 1 1
  15650 -25  -7   5 1 1 1
  15651 -24  -7   5 1 1 1
  15652 -23  -7   5 1 1 1
  15653 -22  -7   5 1 1 1
  15654 -21  -7   5 1 1 1
  15655 -20  -7   5 1 1 1
  15656 -19  -7   5 1 1 1
  15657 -18  -7   5 1 1 1
  15658 -17  -7   5 1 1 1
  15659 -16  -7   5 1 1 1
  15660 -15  -7   5 1 1 1
  15661 -14  -7   5 1 1 1
  15662 -13  -7   5 1 1 1
  15663 -12  -7   5 1 1 1
  15664 -11  -7   5 1 1 1
  15665 -10  -7   5 1 1 1
  15666  -9  -7   5 1 1 1
  15667  -8  -7   5 1 1 1
  15668  -7  -7   5 1 1 1
  15669  -6  -7   5 1 1 1
  15670  -5  -7   5 1 1 1
  15671  -4  -7   5 1 1 1
  15672  -3  -7   5 1 1 1
  15673  -2  -7   5 1 1 1
  15674  -1  -7   5 1 1 1
  15675   0  -7   5 1 1 1
  15676   1  -7   5 1 1 1
  15677   2  -7   5 1 1 1
  15678   3  -7   5 1 1 1
  15679   4  -7   5 1 1 1
  15680   5  -7   5 1 1 1
  15681   6  -7   5 1 1 1
  15682   7  -7   5 1 1 1
  15683   8  -7   5 1 1 1
  15684   9  -7   5 1 1 1
  15685  10  -7   5 1 1 1
  15686  11  -7   5 1 1 1
  15687  12  -7   5 1 1 1
  15688  13  -7   5 1 1 1
  15689  14  -7   5 1 1 1
  15690  15  -7   5 1 1 1
  15691  16  -7   5 1 1 1
  15692  17  -7   5 1 1 1
  15693  18  -7   5 1 1 1
  15694  19  -7   5 1 1 1
  15695  20  -7   5 1 1 1
  15696  21  -7   5 1 1 1
  15697  22  -7   5 1 1 1
  15698  23  -7   5 1 1 1
  15699  24  -7   5 1 1 1
  15700  25  -7   5 1 1 1
  15701  26  -7   5 1 1 1
  15702  27  -7   5 1 1 1
  15703  28  -7   5 1 1 1
  15704  29  -7   5 1 1 1
  15705  30  -7   5 1 1 1
  15706  31  -7   5 1 1 1
  15707  32  -7   5 1 1 1
  15708  33  -7   5 1 1 1
  15709 -32  -6   5 1 1 1
  15710 -31  -6   5 1 1 1
  15711 -30  -6   5 1 1 1
  15712 -29  -6   5 1 1 1
  15713 -28  -6   5 1 1 1
  15714 -27  -6   5 1 1 1
  15715 -26  -6   5 1 1 1
  15716 -25  -6   5 1 1 1
  15717 -24  -6   5 1 1 1
  15718 -23  -6   5 1 1 1
  15719 -22  -6   5 1 1 1
  15720 -21  -6   5 1 1 1
  15721 -20  -6   5 1 1 1
  15722 -19  -6   5 1 1 1
  15723 -18  -6   5 1 1 1
  15724 -17  -6   5 1 1 1
  15725 -16  -6   5 1 1 1
  15726 -15  -6   5 1 1 1
  15727 -14  -6   5 1 1 1
  15728 -13  -6   5 1 1 1
  15729 -12  -6   5 1 1 1
  15730 -11  -6   5 1 1 1
  15731 -10  -6   5 1 1 1
  15732  -9  -6   5 1 1 1
  15733  -8  -6   5 1 1 1
  15734  -7  -6   5 1 1 1
  15735  -6  -6   5 1 1 1
  15736  -5  -6   5 1 1 1
  15737  -4  -6   5 1 1 1
  15738  -3  -6   5 1 1 1
  15739  -2  -6   5 1 1 1
  15740  -1  -6   5 1 1 1
  15741   0  -6   5 1 1 1
  15742   1  -6   5 1 1 1
  15743   2  -6   5 1 1 1
  15744   3  -6   5 1 1 1
  15745   4  -6   5 1 1 1
  15746   5  -6   5 1 1 1
  15747   6  -6   5 1 1 1
  15748   7  -6   5 1 1 1
  15749   8  -6   5 1 1 1
  15750   9  -6   5 1 1 1
  15751  10  -6   5 1 1 1
  15752  11  -6   5 1 1 1
  15753  12  -6   5 1 1 1
  15754  13  -6   5 1 1 1
  15755  14  -6   5 1 1 1
  15756  15  -6   5 1 1 1
  15757  16  -6   5 1 1 1
  15758  17  -6   5 1 1 1
  15759  18  -6   5 1 1 1
  15760  19  -6   5 1 1 1
  15761  20  -6   5 1 1 1
  15762  21  -6   5 1 1 1
  15763  22  -6   5 1 1 1
  15764  23  -6   5 1 1 1
  15765  24  -6   5 1 1 1
  15766  25  -6   5 1 1 1
  15767  26  -6   5 1 1 1
  15768  27  -6   5 1 1 1
  15769  28  -6   5 1 1 1
  15770  29  -6   5 1 1 1
  15771  30  -6   5 1 1 1
  15772  31  -6   5 1 1 1
  15773  32  -6   5 1 1 1
  15774  33  -6   5 1 1 1
  15775 -32  -5   5 1 1 1
  15776 -31  -5   5 1 1 1
  15777 -30  -5   5 1 1 1
  15778 -29  -5   5 1 1 1
  15779 -28  -5   5 1 1 1
  15780 -27  -5   5 1 1 1
  15781 -26  -5   5 1 1 1
  15782 -25  -5   5 1 1 1
  15783 -24  -5   5 1 1 1
  15784 -23  -5   5 1 1 1
  15785 -22  -5   5 1 1 1
  15786 -21  -5   5 1 1 1
  15787 -20  -5   5 1 1 1
  15788 -19  -5   5 1 1 1
  15789 -18  -5   5 1 1 1
  15790 -17  -5   5 1 1 1
  15791 -16  -5   5 1 1 1
  15792 -15  -5   5 1 1 1
  15793 -14  -5   5 1 1 1
  15794 -13  -5   5 1 1 1
  15795 -12  -5   5 1 1 1
  15796 -11  -5   5 1 1 1
  15797 -10  -5   5 1 1 1
  15798  -9  -5   5 1 1 1
  15799  -8  -5   5 1 1 1
  15800  -7  -5   5 1 1 1
  15801  -6  -5   5 1 1 1
  15802  -5  -5   5 1 1 1
  15803  -4  -5   5 1 1 1
  15804  -3  -5   5 1 1 1
  15805  -2  -5   5 1 1 1
  15806  -1  -5   5 1 1 1
  15807   0  -5   5 1 1 1
  15808   1  -5   5 1 1 1
  15809   2  -5   5 1 1 1
  15810   3  -5   5 1 1 1
  15811   4  -5   5 1 1 1
  15812   5  -5   5 1 1 1
  15813   6  -5   5 1 1 1
  15814   7  -5   5 1 1 1
  15815   8  -5   5 1 1 1
  15816   9  -5   5 1 1 1
  15817  10  -5   5 1 1 1
  15818  11  -5   5 1 1 1
  15819  12  -5   5 1 1 1
  15820  13  -5   5 1 1 1
  15821  14  -5   5 1 1 1
  15822  15  -5   5 1 1 1
  15823  16  -5   5 1 1 1
  15824  17  -5   5 1 1 1
  15825  18  -5   5 1 1 1
  15826  19  -5   5 1 1 1
  15827  20  -5   5 1 1 1
  15828  21  -5   5 1 1 1
  15829  22  -5   5 1 1 1
  15830  23  -5   5 1 1 1
  15831  24  -5   5 1 1 1
  15832  25  -5   5 1 1 1
  15833  26  -5   5 1 1 1
  15834  27  -5   5 1 1 1
  15835  28  -5   5 1 1 1
  15836  29  -5   5 1 1 1
  15837  30  -5   5 1 1 1
  15838  31  -5   5 1 1 1
  15839  32  -5   5 1 1 1
  15840  33  -5   5 1 1 1
  15841 -32  -4   5 1 1 1
  15842 -31  -4   5 1 1 1
  15843 -30  -4   5 1 1 1
  15844 -29  -4   5 1 1 1
  15845 -28  -4   5 1 1 1
  15846 -27  -4   5 1 1 1
  15847 -26  -4   5 1 1 1
  15848 -25  -4   5 1 1 1
  15849 -24  -4   5 1 1 1
  15850 -23  -4   5 1 1 1
  15851 -22  -4   5 1 1 1
  15852 -21  -4   5 1 1 1
  15853 -20  -4   5 1 1 1
  15854 -19  -4   5 1 1 1
  15855 -18  -4   5 1 1 1
  15856 -17  -4   5 1 1 1
  15857 -16  -4   5 1 1 1
  15858 -15  -4   5 1 1 1
  15859 -14  -4   5 1 1 1
  15860 -13  -4   5 1 1 1
  15861 -12  -4   5 1 1 1
  15862 -11  -4   5 1 1 1
  15863 -10  -4   5 1 1 1
  15864  -9  -4   5 1 1 1
  15865  -8  -4   5 1 1 1
  15866  -7  -4   5 1 1 1
  15867  -6  -4   5 1 1 1
  15868  -5  -4   5 1 1 1
  15869  -4  -4   5 1 1 1
  15870  -3  -4   5 1 1 1
  15871  -2  -4   5 1 1 1
  15872  -1  -4   5 1 1 1
  15873   0  -4   5 1 1 1
  15874   1  -4   5 1 1 1
  15875   2  -4   5 1 1 1
  15876   3  -4   5 1 1 1
  15877   4  -4   5 1 1 1
  15878   5  -4   5 1 1 1
  15879   6  -4   5 1 1 1
  15880   7  -4   5 1 1 1
  15881   8  -4   5 1 1 1
  15882   9  -4   5 1 1 1
  15883  10  -4   5 1 1 1
  15884  11  -4   5 1 1 1
  15885  12  -4   5 1 1 1
  15886  13  -4   5 1 1 1
  15887  14  -4   5 1 1 1
  15888  15  -4   5 1 1 1
  15889  16  -4   5 1 1 1
  15890  17  -4   5 1 1 1
  15891  18  -4   5 1 1 1
  15892  19  -4   5 1 1 1
  15893  20  -4   5 1 1 1
  15894  21  -4   5 1 1 1
  15895  22  -4   5 1 1 1
  15896  23  -4   5 1 1 1
  15897  24  -4   5 1 1 1
  15898  25  -4   5 1 1 1
  15899  26  -4   5 1 1 1
  15900  27  -4   5 1 1 1
  15901  28  -4   5 1 1 1
  15902  29  -4   5 1 1 1
  15903  30  -4   5 1 1 1
  15904  31  -4   5 1 1 1
  15905  32  -4   5 1 1 1
  15906  33  -4   5 1 1 1
  15907 -32  -3   5 1 1 1
  15908 -31  -3   5 1 1 1
  15909 -30  -3   5 1 1 1
  15910 -29  -3   5 1 1 1
  15911 -28  -3   5 1 1 1
  15912 -27  -3   5 1 1 1
  15913 -26  -3   5 1 1 1
  15914 -25  -3   5 1 1 1
  15915 -24  -3   5 1 1 1
  15916 -23  -3   5 1 1 1
  15917 -22  -3   5 1 1 1
  15918 -21  -3   5 1 1 1
  15919 -20  -3   5 1 1 1
  15920 -19  -3   5 1 1 1
  15921 -18  -3   5 1 1 1
  15922 -17  -3   5 1 1 1
  15923 -16  -3   5 1 1 1
  15924 -15  -3   5 1 1 1
  15925 -14  -3   5 1 1 1
  15926 -13  -3   5 1 1 1
  15927 -12  -3   5 1 1 1
  15928 -11  -3   5 1 1 1
  15929 -10  -3   5 1 1 1
  15930  -9  -3   5 1 1 1
  15931  -8  -3   5 1 1 1
  15932  -7  -3   5 1 1 1
  15933  -6  -3   5 1 1 1
  15934  -5  -3   5 1 1 1
  15935  -4  -3   5 1 1 1
  15936  -3  -3   5 1 1 1
  15937  -2  -3   5 1 1 1
  15938  -1  -3   5 1 1 1
  15939   0  -3   5 1 1 1
  15940   1  -3   5 1 1 1
  15941   2  -3   5 1 1 1
  15942   3  -3   5 1 1 1
  15943   4  -3   5 1 1 1
  15944   5  -3   5 1 1 1
  15945   6  -3   5 1 1 1
  15946   7  -3   5 1 1 1
  15947   8  -3   5 1 1 1
  15948   9  -3   5 1 1 1
  15949  10  -3   5 1 1 1
  15950  11  -3   5 1 1 1
  15951  12  -3   5 1 1 1
  15952  13  -3   5 1 1 1
  15953  14  -3   5 1 1 1
  15954  15  -3   5 1 1 1
  15955  16  -3   5 1 1 1
  15956  17  -3   5 1 1 1
  15957  18  -3   5 1 1 1
  15958  19  -3   5 1 1 1
  15959  20  -3   5 1 1 1
  15960  21  -3   5 1 1 1
  15961  22  -3   5 1 1 1
  15962  23  -3   5 1 1 1
  15963  24  -3   5 1 1 1
  15964  25  -3   5 1 1 1
  15965  26  -3   5 1 1 1
  15966  27  -3   5 1 1 1
  15967  28  -3   5 1 1 1
  15968  29  -3   5 1 1 1
  15969  30  -3   5 1 1 1
  15970  31  -3   5 1 1 1
  15971  32  -3   5 1 1 1
  15972  33  -3   5 1 1 1
  15973 -32  -2   5 1 1 1
  15974 -31  -2   5 1 1 1
  15975 -30  -2   5 1 1 1
  15976 -29  -2   5 1 1 1
  15977 -28  -2   5 1 1 1
  15978 -27  -2   5 1 1 1
  15979 -26  -2   5 1 1 1
  15980 -25  -2   5 1 1 1
  15981 -24  -2   5 1 1 1
  15982 -23  -2   5 1 1 1
  15983 -22  -2   5 1 1 1
  15984 -21  -2   5 1 1 1
  15985 -20  -2   5 1 1 1
  15986 -19  -2   5 1 1 1
  15987 -18  -2   5 1 1 1
  15988 -17  -2   5 1 1 1
  15989 -16  -2   5 1 1 1
  15990 -15  -2   5 1 1 1
  15991 -14  -2   5 1 1 1
  15992 -13  -2   5 1 1 1
  15993 -12  -2   5 1 1 1
  15994 -11  -2   5 1 1 1
  15995 -10  -2   5 1 1 1
  15996  -9  -2   5 1 1 1
  15997  -8  -2   5 1 1 1
  15998  -7  -2   5 1 1 1
  15999  -6  -2   5 1 1 1
  16000  -5  -2   5 1 1 1
  16001  -4  -2   5 1 1 1
  16002  -3  -2   5 1 1 1
  16003  -2  -2   5 1 1 1
  16004  -1  -2   5 1 1 1
  16005   0  -2   5 1 1 1
  16006   1  -2   5 1 1 1
  16007   2  -2   5 1 1 1
  16008   3  -2   5 1 1 1
  16009   4  -2   5 1 1 1
  16010   5  -2   5 1 1 1
  16011   6  -2   5 1 1 1
  16012   7  -2   5 1 1 1
  16013   8  -2   5 1 1 1
  16014   9  -2   5 1 1 1
  16015  10  -2   5 1 1 1
  16016  11  -2   5 1 1 1
  16017  12  -2   5 1 1 1
  16018  13  -2   5 1 1 1
  16019  14  -2   5 1 1 1
  16020  15  -2   5 1 1 1
  16021  16  -2   5 1 1 1
  16022  17  -2   5 1 1 1
  16023  18  -2   5 1 1 1
  16024  19  -2   5 1 1 1
  16025  20  -2   5 1 1 1
  16026  21  -2   5 1 1 1
  16027  22  -2   5 1 1 1
  16028  23  -2   5 1 1 1
  16029  24  -2   5 1 1 1
  16030  25  -2   5 1 1 1
  16031  26  -2   5 1 1 1
  16032  27  -2   5 1 1 1
  16033  28  -2   5 1 1 1
  16034  29  -2   5 1 1 1
  16035  30  -2   5 1 1 1
  16036  31  -2   5 1 1 1
  16037  32  -2   5 1 1 1
  16038  33  -2   5 1 1 1
  16039 -32  -1   5 1 1 1
  16040 -31  -1   5 1 1 1
  16041 -30  -1   5 1 1 1
  16042 -29  -1   5 1 1 1
  16043 -28  -1   5 1 1 1
  16044 -27  -1   5 1 1 1
  16045 -26  -1   5 1 1 1
  16046 -25  -1   5 1 1 1
  16047 -24  -1   5 1 1 1
  16048 -23  -1   5 1 1 1
  16049 -22  -1   5 1 1 1
  16050 -21  -1   5 1 1 1
  16051 -20  -1   5 1 1 1
  16052 -19  -1   5 1 1 1
  16053 -18  -1   5 1 1 1
  16054 -17  -1   5 1 1 1
  16055 -16  -1   5 1 1 1
  16056 -15  -1   5 1 1 1
  16057 -14  -1   5 1 1 1
  16058 -13  -1   5 1 1 1
  16059 -12  -1   5 1 1 1
  16060 -11  -1   5 1 1 1
  16061 -10  -1   5 1 1 1
  16062  -9  -1   5 1 1 1
  16063  -8  -1   5 1 1 1
  16064  -7  -1   5 1 1 1
  16065  -6  -1   5 1 1 1
  16066  -5  -1   5 1 1 1
  16067  -4  -1   5 1 1 1
  16068  -3  -1   5 1 1 1
  16069  -2  -1   5 1 1 1
  16070  -1  -1   5 1 1 1
  16071   0  -1   5 1 1 1
  16072   1  -1   5 1 1 1
  16073   2  -1   5 1 1 1
  16074   3  -1   5 1 1 1
  16075   4  -1   5 1 1 1
  16076   5  -1   5 1 1 1
  16077   6  -1   5 1 1 1
  16078   7  -1   5 1 1 1
