 >TARCYL  cylindrical target: Length= 66.0000 Diameter= 20.0000
     20856 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.50000  -0.50000  -0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   1927 -20   7  -7 1 1 1
   1928 -19   7  -7 1 1 1
   1929 -18   7  -7 1 1 1
   1930 -17   7  -7 1 1 1
   1931 -16   7  -7 1 1 1
   1932 -15   7  -7 1 1 1
   1933 -14   7  -7 1 1 1
   1934 -13   7  -7 1 1 1
   1935 -12   7  -7 1 1 1
   1936 -11   7  -7 1 1 1
   1937 -10   7  -7 1 1 1
   1938  -9   7  -7 1 1 1
   1939  -8   7  -7 1 1 1
   1940  -7   7  -7 1 1 1
   1941  -6   7  -7 1 1 1
   1942  -5   7  -7 1 1 1
   1943  -4   7  -7 1 1 1
   1944  -3   7  -7 1 1 1
   1945  -2   7  -7 1 1 1
   1946  -1   7  -7 1 1 1
   1947   0   7  -7 1 1 1
   1948   1   7  -7 1 1 1
   1949   2   7  -7 1 1 1
   1950   3   7  -7 1 1 1
   1951   4   7  -7 1 1 1
   1952   5   7  -7 1 1 1
   1953   6   7  -7 1 1 1
   1954   7   7  -7 1 1 1
   1955   8   7  -7 1 1 1
   1956   9   7  -7 1 1 1
   1957  10   7  -7 1 1 1
   1958  11   7  -7 1 1 1
   1959  12   7  -7 1 1 1
   1960  13   7  -7 1 1 1
   1961  14   7  -7 1 1 1
   1962  15   7  -7 1 1 1
   1963  16   7  -7 1 1 1
   1964  17   7  -7 1 1 1
   1965  18   7  -7 1 1 1
   1966  19   7  -7 1 1 1
   1967  20   7  -7 1 1 1
   1968  21   7  -7 1 1 1
   1969  22   7  -7 1 1 1
   1970  23   7  -7 1 1 1
   1971  24   7  -7 1 1 1
   1972  25   7  -7 1 1 1
   1973  26   7  -7 1 1 1
   1974  27   7  -7 1 1 1
   1975  28   7  -7 1 1 1
   1976  29   7  -7 1 1 1
   1977  30   7  -7 1 1 1
   1978  31   7  -7 1 1 1
   1979  32   7  -7 1 1 1
   1980  33   7  -7 1 1 1
   1981 -32  -7  -6 1 1 1
   1982 -31  -7  -6 1 1 1
   1983 -30  -7  -6 1 1 1
   1984 -29  -7  -6 1 1 1
   1985 -28  -7  -6 1 1 1
   1986 -27  -7  -6 1 1 1
   1987 -26  -7  -6 1 1 1
   1988 -25  -7  -6 1 1 1
   1989 -24  -7  -6 1 1 1
   1990 -23  -7  -6 1 1 1
   1991 -22  -7  -6 1 1 1
   1992 -21  -7  -6 1 1 1
   1993 -20  -7  -6 1 1 1
   1994 -19  -7  -6 1 1 1
   1995 -18  -7  -6 1 1 1
   1996 -17  -7  -6 1 1 1
   1997 -16  -7  -6 1 1 1
   1998 -15  -7  -6 1 1 1
   1999 -14  -7  -6 1 1 1
   2000 -13  -7  -6 1 1 1
   2001 -12  -7  -6 1 1 1
   2002 -11  -7  -6 1 1 1
   2003 -10  -7  -6 1 1 1
   2004  -9  -7  -6 1 1 1
   2005  -8  -7  -6 1 1 1
   2006  -7  -7  -6 1 1 1
   2007  -6  -7  -6 1 1 1
   2008  -5  -7  -6 1 1 1
   2009  -4  -7  -6 1 1 1
   2010  -3  -7  -6 1 1 1
   2011  -2  -7  -6 1 1 1
   2012  -1  -7  -6 1 1 1
   2013   0  -7  -6 1 1 1
   2014   1  -7  -6 1 1 1
   2015   2  -7  -6 1 1 1
   2016   3  -7  -6 1 1 1
   2017   4  -7  -6 1 1 1
   2018   5  -7  -6 1 1 1
   2019   6  -7  -6 1 1 1
   2020   7  -7  -6 1 1 1
   2021   8  -7  -6 1 1 1
   2022   9  -7  -6 1 1 1
   2023  10  -7  -6 1 1 1
   2024  11  -7  -6 1 1 1
   2025  12  -7  -6 1 1 1
   2026  13  -7  -6 1 1 1
   2027  14  -7  -6 1 1 1
   2028  15  -7  -6 1 1 1
   2029  16  -7  -6 1 1 1
   2030  17  -7  -6 1 1 1
   2031  18  -7  -6 1 1 1
   2032  19  -7  -6 1 1 1
   2033  20  -7  -6 1 1 1
   2034  21  -7  -6 1 1 1
   2035  22  -7  -6 1 1 1
   2036  23  -7  -6 1 1 1
   2037  24  -7  -6 1 1 1
   2038  25  -7  -6 1 1 1
   2039  26  -7  -6 1 1 1
   2040  27  -7  -6 1 1 1
   2041  28  -7  -6 1 1 1
   2042  29  -7  -6 1 1 1
   2043  30  -7  -6 1 1 1
   2044  31  -7  -6 1 1 1
   2045  32  -7  -6 1 1 1
   2046  33  -7  -6 1 1 1
   2047 -32  -6  -6 1 1 1
   2048 -31  -6  -6 1 1 1
   2049 -30  -6  -6 1 1 1
   2050 -29  -6  -6 1 1 1
   2051 -28  -6  -6 1 1 1
   2052 -27  -6  -6 1 1 1
   2053 -26  -6  -6 1 1 1
   2054 -25  -6  -6 1 1 1
   2055 -24  -6  -6 1 1 1
   2056 -23  -6  -6 1 1 1
   2057 -22  -6  -6 1 1 1
   2058 -21  -6  -6 1 1 1
   2059 -20  -6  -6 1 1 1
   2060 -19  -6  -6 1 1 1
   2061 -18  -6  -6 1 1 1
   2062 -17  -6  -6 1 1 1
   2063 -16  -6  -6 1 1 1
   2064 -15  -6  -6 1 1 1
   2065 -14  -6  -6 1 1 1
   2066 -13  -6  -6 1 1 1
   2067 -12  -6  -6 1 1 1
   2068 -11  -6  -6 1 1 1
   2069 -10  -6  -6 1 1 1
   2070  -9  -6  -6 1 1 1
   2071  -8  -6  -6 1 1 1
   2072  -7  -6  -6 1 1 1
   2073  -6  -6  -6 1 1 1
   2074  -5  -6  -6 1 1 1
   2075  -4  -6  -6 1 1 1
   2076  -3  -6  -6 1 1 1
   2077  -2  -6  -6 1 1 1
   2078  -1  -6  -6 1 1 1
   2079   0  -6  -6 1 1 1
   2080   1  -6  -6 1 1 1
   2081   2  -6  -6 1 1 1
   2082   3  -6  -6 1 1 1
   2083   4  -6  -6 1 1 1
   2084   5  -6  -6 1 1 1
   2085   6  -6  -6 1 1 1
   2086   7  -6  -6 1 1 1
   2087   8  -6  -6 1 1 1
   2088   9  -6  -6 1 1 1
   2089  10  -6  -6 1 1 1
   2090  11  -6  -6 1 1 1
   2091  12  -6  -6 1 1 1
   2092  13  -6  -6 1 1 1
   2093  14  -6  -6 1 1 1
   2094  15  -6  -6 1 1 1
   2095  16  -6  -6 1 1 1
   2096  17  -6  -6 1 1 1
   2097  18  -6  -6 1 1 1
   2098  19  -6  -6 1 1 1
   2099  20  -6  -6 1 1 1
   2100  21  -6  -6 1 1 1
   2101  22  -6  -6 1 1 1
   2102  23  -6  -6 1 1 1
   2103  24  -6  -6 1 1 1
   2104  25  -6  -6 1 1 1
   2105  26  -6  -6 1 1 1
   2106  27  -6  -6 1 1 1
   2107  28  -6  -6 1 1 1
   2108  29  -6  -6 1 1 1
   2109  30  -6  -6 1 1 1
   2110  31  -6  -6 1 1 1
   2111  32  -6  -6 1 1 1
   2112  33  -6  -6 1 1 1
   2113 -32  -5  -6 1 1 1
   2114 -31  -5  -6 1 1 1
   2115 -30  -5  -6 1 1 1
   2116 -29  -5  -6 1 1 1
   2117 -28  -5  -6 1 1 1
   2118 -27  -5  -6 1 1 1
   2119 -26  -5  -6 1 1 1
   2120 -25  -5  -6 1 1 1
   2121 -24  -5  -6 1 1 1
   2122 -23  -5  -6 1 1 1
   2123 -22  -5  -6 1 1 1
   2124 -21  -5  -6 1 1 1
   2125 -20  -5  -6 1 1 1
   2126 -19  -5  -6 1 1 1
   2127 -18  -5  -6 1 1 1
   2128 -17  -5  -6 1 1 1
   2129 -16  -5  -6 1 1 1
   2130 -15  -5  -6 1 1 1
   2131 -14  -5  -6 1 1 1
   2132 -13  -5  -6 1 1 1
   2133 -12  -5  -6 1 1 1
   2134 -11  -5  -6 1 1 1
   2135 -10  -5  -6 1 1 1
   2136  -9  -5  -6 1 1 1
   2137  -8  -5  -6 1 1 1
   2138  -7  -5  -6 1 1 1
   2139  -6  -5  -6 1 1 1
   2140  -5  -5  -6 1 1 1
   2141  -4  -5  -6 1 1 1
   2142  -3  -5  -6 1 1 1
   2143  -2  -5  -6 1 1 1
   2144  -1  -5  -6 1 1 1
   2145   0  -5  -6 1 1 1
   2146   1  -5  -6 1 1 1
   2147   2  -5  -6 1 1 1
   2148   3  -5  -6 1 1 1
   2149   4  -5  -6 1 1 1
   2150   5  -5  -6 1 1 1
   2151   6  -5  -6 1 1 1
   2152   7  -5  -6 1 1 1
   2153   8  -5  -6 1 1 1
   2154   9  -5  -6 1 1 1
   2155  10  -5  -6 1 1 1
   2156  11  -5  -6 1 1 1
   2157  12  -5  -6 1 1 1
   2158  13  -5  -6 1 1 1
   2159  14  -5  -6 1 1 1
   2160  15  -5  -6 1 1 1
   2161  16  -5  -6 1 1 1
   2162  17  -5  -6 1 1 1
   2163  18  -5  -6 1 1 1
   2164  19  -5  -6 1 1 1
   2165  20  -5  -6 1 1 1
   2166  21  -5  -6 1 1 1
   2167  22  -5  -6 1 1 1
   2168  23  -5  -6 1 1 1
   2169  24  -5  -6 1 1 1
   2170  25  -5  -6 1 1 1
   2171  26  -5  -6 1 1 1
   2172  27  -5  -6 1 1 1
   2173  28  -5  -6 1 1 1
   2174  29  -5  -6 1 1 1
   2175  30  -5  -6 1 1 1
   2176  31  -5  -6 1 1 1
   2177  32  -5  -6 1 1 1
   2178  33  -5  -6 1 1 1
   2179 -32  -4  -6 1 1 1
   2180 -31  -4  -6 1 1 1
   2181 -30  -4  -6 1 1 1
   2182 -29  -4  -6 1 1 1
   2183 -28  -4  -6 1 1 1
   2184 -27  -4  -6 1 1 1
   2185 -26  -4  -6 1 1 1
   2186 -25  -4  -6 1 1 1
   2187 -24  -4  -6 1 1 1
   2188 -23  -4  -6 1 1 1
   2189 -22  -4  -6 1 1 1
   2190 -21  -4  -6 1 1 1
   2191 -20  -4  -6 1 1 1
   2192 -19  -4  -6 1 1 1
   2193 -18  -4  -6 1 1 1
   2194 -17  -4  -6 1 1 1
   2195 -16  -4  -6 1 1 1
   2196 -15  -4  -6 1 1 1
   2197 -14  -4  -6 1 1 1
   2198 -13  -4  -6 1 1 1
   2199 -12  -4  -6 1 1 1
   2200 -11  -4  -6 1 1 1
   2201 -10  -4  -6 1 1 1
   2202  -9  -4  -6 1 1 1
   2203  -8  -4  -6 1 1 1
   2204  -7  -4  -6 1 1 1
   2205  -6  -4  -6 1 1 1
   2206  -5  -4  -6 1 1 1
   2207  -4  -4  -6 1 1 1
   2208  -3  -4  -6 1 1 1
   2209  -2  -4  -6 1 1 1
   2210  -1  -4  -6 1 1 1
   2211   0  -4  -6 1 1 1
   2212   1  -4  -6 1 1 1
   2213   2  -4  -6 1 1 1
   2214   3  -4  -6 1 1 1
   2215   4  -4  -6 1 1 1
   2216   5  -4  -6 1 1 1
   2217   6  -4  -6 1 1 1
   2218   7  -4  -6 1 1 1
   2219   8  -4  -6 1 1 1
   2220   9  -4  -6 1 1 1
   2221  10  -4  -6 1 1 1
   2222  11  -4  -6 1 1 1
   2223  12  -4  -6 1 1 1
   2224  13  -4  -6 1 1 1
   2225  14  -4  -6 1 1 1
   2226  15  -4  -6 1 1 1
   2227  16  -4  -6 1 1 1
   2228  17  -4  -6 1 1 1
   2229  18  -4  -6 1 1 1
   2230  19  -4  -6 1 1 1
   2231  20  -4  -6 1 1 1
   2232  21  -4  -6 1 1 1
   2233  22  -4  -6 1 1 1
   2234  23  -4  -6 1 1 1
   2235  24  -4  -6 1 1 1
   2236  25  -4  -6 1 1 1
   2237  26  -4  -6 1 1 1
   2238  27  -4  -6 1 1 1
   2239  28  -4  -6 1 1 1
   2240  29  -4  -6 1 1 1
   2241  30  -4  -6 1 1 1
   2242  31  -4  -6 1 1 1
   2243  32  -4  -6 1 1 1
   2244  33  -4  -6 1 1 1
   2245 -32  -3  -6 1 1 1
   2246 -31  -3  -6 1 1 1
   2247 -30  -3  -6 1 1 1
   2248 -29  -3  -6 1 1 1
   2249 -28  -3  -6 1 1 1
   2250 -27  -3  -6 1 1 1
   2251 -26  -3  -6 1 1 1
   2252 -25  -3  -6 1 1 1
   2253 -24  -3  -6 1 1 1
   2254 -23  -3  -6 1 1 1
   2255 -22  -3  -6 1 1 1
   2256 -21  -3  -6 1 1 1
   2257 -20  -3  -6 1 1 1
   2258 -19  -3  -6 1 1 1
   2259 -18  -3  -6 1 1 1
   2260 -17  -3  -6 1 1 1
   2261 -16  -3  -6 1 1 1
   2262 -15  -3  -6 1 1 1
   2263 -14  -3  -6 1 1 1
   2264 -13  -3  -6 1 1 1
   2265 -12  -3  -6 1 1 1
   2266 -11  -3  -6 1 1 1
   2267 -10  -3  -6 1 1 1
   2268  -9  -3  -6 1 1 1
   2269  -8  -3  -6 1 1 1
   2270  -7  -3  -6 1 1 1
   2271  -6  -3  -6 1 1 1
   2272  -5  -3  -6 1 1 1
   2273  -4  -3  -6 1 1 1
   2274  -3  -3  -6 1 1 1
   2275  -2  -3  -6 1 1 1
   2276  -1  -3  -6 1 1 1
   2277   0  -3  -6 1 1 1
   2278   1  -3  -6 1 1 1
   2279   2  -3  -6 1 1 1
   2280   3  -3  -6 1 1 1
   2281   4  -3  -6 1 1 1
   2282   5  -3  -6 1 1 1
   2283   6  -3  -6 1 1 1
   2284   7  -3  -6 1 1 1
   2285   8  -3  -6 1 1 1
   2286   9  -3  -6 1 1 1
   2287  10  -3  -6 1 1 1
   2288  11  -3  -6 1 1 1
   2289  12  -3  -6 1 1 1
   2290  13  -3  -6 1 1 1
   2291  14  -3  -6 1 1 1
   2292  15  -3  -6 1 1 1
   2293  16  -3  -6 1 1 1
   2294  17  -3  -6 1 1 1
   2295  18  -3  -6 1 1 1
   2296  19  -3  -6 1 1 1
   2297  20  -3  -6 1 1 1
   2298  21  -3  -6 1 1 1
   2299  22  -3  -6 1 1 1
   2300  23  -3  -6 1 1 1
   2301  24  -3  -6 1 1 1
   2302  25  -3  -6 1 1 1
   2303  26  -3  -6 1 1 1
   2304  27  -3  -6 1 1 1
   2305  28  -3  -6 1 1 1
   2306  29  -3  -6 1 1 1
   2307  30  -3  -6 1 1 1
   2308  31  -3  -6 1 1 1
   2309  32  -3  -6 1 1 1
   2310  33  -3  -6 1 1 1
   2311 -32  -2  -6 1 1 1
   2312 -31  -2  -6 1 1 1
   2313 -30  -2  -6 1 1 1
   2314 -29  -2  -6 1 1 1
   2315 -28  -2  -6 1 1 1
   2316 -27  -2  -6 1 1 1
   2317 -26  -2  -6 1 1 1
   2318 -25  -2  -6 1 1 1
   2319 -24  -2  -6 1 1 1
   2320 -23  -2  -6 1 1 1
   2321 -22  -2  -6 1 1 1
   2322 -21  -2  -6 1 1 1
   2323 -20  -2  -6 1 1 1
   2324 -19  -2  -6 1 1 1
   2325 -18  -2  -6 1 1 1
   2326 -17  -2  -6 1 1 1
   2327 -16  -2  -6 1 1 1
   2328 -15  -2  -6 1 1 1
   2329 -14  -2  -6 1 1 1
   2330 -13  -2  -6 1 1 1
   2331 -12  -2  -6 1 1 1
   2332 -11  -2  -6 1 1 1
   2333 -10  -2  -6 1 1 1
   2334  -9  -2  -6 1 1 1
   2335  -8  -2  -6 1 1 1
   2336  -7  -2  -6 1 1 1
   2337  -6  -2  -6 1 1 1
   2338  -5  -2  -6 1 1 1
   2339  -4  -2  -6 1 1 1
   2340  -3  -2  -6 1 1 1
   2341  -2  -2  -6 1 1 1
   2342  -1  -2  -6 1 1 1
   2343   0  -2  -6 1 1 1
   2344   1  -2  -6 1 1 1
   2345   2  -2  -6 1 1 1
   2346   3  -2  -6 1 1 1
   2347   4  -2  -6 1 1 1
   2348   5  -2  -6 1 1 1
   2349   6  -2  -6 1 1 1
   2350   7  -2  -6 1 1 1
   2351   8  -2  -6 1 1 1
   2352   9  -2  -6 1 1 1
   2353  10  -2  -6 1 1 1
   2354  11  -2  -6 1 1 1
   2355  12  -2  -6 1 1 1
   2356  13  -2  -6 1 1 1
   2357  14  -2  -6 1 1 1
   2358  15  -2  -6 1 1 1
   2359  16  -2  -6 1 1 1
   2360  17  -2  -6 1 1 1
   2361  18  -2  -6 1 1 1
   2362  19  -2  -6 1 1 1
   2363  20  -2  -6 1 1 1
   2364  21  -2  -6 1 1 1
   2365  22  -2  -6 1 1 1
   2366  23  -2  -6 1 1 1
   2367  24  -2  -6 1 1 1
   2368  25  -2  -6 1 1 1
   2369  26  -2  -6 1 1 1
   2370  27  -2  -6 1 1 1
   2371  28  -2  -6 1 1 1
   2372  29  -2  -6 1 1 1
   2373  30  -2  -6 1 1 1
   2374  31  -2  -6 1 1 1
   2375  32  -2  -6 1 1 1
   2376  33  -2  -6 1 1 1
   2377 -32  -1  -6 1 1 1
   2378 -31  -1  -6 1 1 1
   2379 -30  -1  -6 1 1 1
   2380 -29  -1  -6 1 1 1
   2381 -28  -1  -6 1 1 1
   2382 -27  -1  -6 1 1 1
   2383 -26  -1  -6 1 1 1
   2384 -25  -1  -6 1 1 1
   2385 -24  -1  -6 1 1 1
   2386 -23  -1  -6 1 1 1
   2387 -22  -1  -6 1 1 1
   2388 -21  -1  -6 1 1 1
   2389 -20  -1  -6 1 1 1
   2390 -19  -1  -6 1 1 1
   2391 -18  -1  -6 1 1 1
   2392 -17  -1  -6 1 1 1
   2393 -16  -1  -6 1 1 1
   2394 -15  -1  -6 1 1 1
   2395 -14  -1  -6 1 1 1
   2396 -13  -1  -6 1 1 1
   2397 -12  -1  -6 1 1 1
   2398 -11  -1  -6 1 1 1
   2399 -10  -1  -6 1 1 1
   2400  -9  -1  -6 1 1 1
   2401  -8  -1  -6 1 1 1
   2402  -7  -1  -6 1 1 1
   2403  -6  -1  -6 1 1 1
   2404  -5  -1  -6 1 1 1
   2405  -4  -1  -6 1 1 1
   2406  -3  -1  -6 1 1 1
   2407  -2  -1  -6 1 1 1
   2408  -1  -1  -6 1 1 1
   2409   0  -1  -6 1 1 1
   2410   1  -1  -6 1 1 1
   2411   2  -1  -6 1 1 1
   2412   3  -1  -6 1 1 1
   2413   4  -1  -6 1 1 1
   2414   5  -1  -6 1 1 1
   2415   6  -1  -6 1 1 1
   2416   7  -1  -6 1 1 1
   2417   8  -1  -6 1 1 1
   2418   9  -1  -6 1 1 1
   2419  10  -1  -6 1 1 1
   2420  11  -1  -6 1 1 1
   2421  12  -1  -6 1 1 1
   2422  13  -1  -6 1 1 1
   2423  14  -1  -6 1 1 1
   2424  15  -1  -6 1 1 1
   2425  16  -1  -6 1 1 1
   2426  17  -1  -6 1 1 1
   2427  18  -1  -6 1 1 1
   2428  19  -1  -6 1 1 1
   2429  20  -1  -6 1 1 1
   2430  21  -1  -6 1 1 1
   2431  22  -1  -6 1 1 1
   2432  23  -1  -6 1 1 1
   2433  24  -1  -6 1 1 1
   2434  25  -1  -6 1 1 1
   2435  26  -1  -6 1 1 1
   2436  27  -1  -6 1 1 1
   2437  28  -1  -6 1 1 1
   2438  29  -1  -6 1 1 1
   2439  30  -1  -6 1 1 1
   2440  31  -1  -6 1 1 1
   2441  32  -1  -6 1 1 1
   2442  33  -1  -6 1 1 1
   2443 -32   0  -6 1 1 1
   2444 -31   0  -6 1 1 1
   2445 -30   0  -6 1 1 1
   2446 -29   0  -6 1 1 1
   2447 -28   0  -6 1 1 1
   2448 -27   0  -6 1 1 1
   2449 -26   0  -6 1 1 1
   2450 -25   0  -6 1 1 1
   2451 -24   0  -6 1 1 1
   2452 -23   0  -6 1 1 1
   2453 -22   0  -6 1 1 1
   2454 -21   0  -6 1 1 1
   2455 -20   0  -6 1 1 1
   2456 -19   0  -6 1 1 1
   2457 -18   0  -6 1 1 1
   2458 -17   0  -6 1 1 1
   2459 -16   0  -6 1 1 1
   2460 -15   0  -6 1 1 1
   2461 -14   0  -6 1 1 1
   2462 -13   0  -6 1 1 1
   2463 -12   0  -6 1 1 1
   2464 -11   0  -6 1 1 1
   2465 -10   0  -6 1 1 1
   2466  -9   0  -6 1 1 1
   2467  -8   0  -6 1 1 1
   2468  -7   0  -6 1 1 1
   2469  -6   0  -6 1 1 1
   2470  -5   0  -6 1 1 1
   2471  -4   0  -6 1 1 1
   2472  -3   0  -6 1 1 1
   2473  -2   0  -6 1 1 1
   2474  -1   0  -6 1 1 1
   2475   0   0  -6 1 1 1
   2476   1   0  -6 1 1 1
   2477   2   0  -6 1 1 1
   2478   3   0  -6 1 1 1
   2479   4   0  -6 1 1 1
   2480   5   0  -6 1 1 1
   2481   6   0  -6 1 1 1
   2482   7   0  -6 1 1 1
   2483   8   0  -6 1 1 1
   2484   9   0  -6 1 1 1
   2485  10   0  -6 1 1 1
   2486  11   0  -6 1 1 1
   2487  12   0  -6 1 1 1
   2488  13   0  -6 1 1 1
   2489  14   0  -6 1 1 1
   2490  15   0  -6 1 1 1
   2491  16   0  -6 1 1 1
   2492  17   0  -6 1 1 1
   2493  18   0  -6 1 1 1
   2494  19   0  -6 1 1 1
   2495  20   0  -6 1 1 1
   2496  21   0  -6 1 1 1
   2497  22   0  -6 1 1 1
   2498  23   0  -6 1 1 1
   2499  24   0  -6 1 1 1
   2500  25   0  -6 1 1 1
   2501  26   0  -6 1 1 1
   2502  27   0  -6 1 1 1
   2503  28   0  -6 1 1 1
   2504  29   0  -6 1 1 1
   2505  30   0  -6 1 1 1
   2506  31   0  -6 1 1 1
   2507  32   0  -6 1 1 1
   2508  33   0  -6 1 1 1
   2509 -32   1  -6 1 1 1
   2510 -31   1  -6 1 1 1
   2511 -30   1  -6 1 1 1
   2512 -29   1  -6 1 1 1
   2513 -28   1  -6 1 1 1
   2514 -27   1  -6 1 1 1
   2515 -26   1  -6 1 1 1
   2516 -25   1  -6 1 1 1
   2517 -24   1  -6 1 1 1
   2518 -23   1  -6 1 1 1
   2519 -22   1  -6 1 1 1
   2520 -21   1  -6 1 1 1
   2521 -20   1  -6 1 1 1
   2522 -19   1  -6 1 1 1
   2523 -18   1  -6 1 1 1
   2524 -17   1  -6 1 1 1
   2525 -16   1  -6 1 1 1
   2526 -15   1  -6 1 1 1
   2527 -14   1  -6 1 1 1
   2528 -13   1  -6 1 1 1
   2529 -12   1  -6 1 1 1
   2530 -11   1  -6 1 1 1
   2531 -10   1  -6 1 1 1
   2532  -9   1  -6 1 1 1
   2533  -8   1  -6 1 1 1
   2534  -7   1  -6 1 1 1
   2535  -6   1  -6 1 1 1
   2536  -5   1  -6 1 1 1
   2537  -4   1  -6 1 1 1
   2538  -3   1  -6 1 1 1
   2539  -2   1  -6 1 1 1
   2540  -1   1  -6 1 1 1
   2541   0   1  -6 1 1 1
   2542   1   1  -6 1 1 1
   2543   2   1  -6 1 1 1
   2544   3   1  -6 1 1 1
   2545   4   1  -6 1 1 1
   2546   5   1  -6 1 1 1
   2547   6   1  -6 1 1 1
   2548   7   1  -6 1 1 1
   2549   8   1  -6 1 1 1
   2550   9   1  -6 1 1 1
   2551  10   1  -6 1 1 1
   2552  11   1  -6 1 1 1
   2553  12   1  -6 1 1 1
   2554  13   1  -6 1 1 1
   2555  14   1  -6 1 1 1
   2556  15   1  -6 1 1 1
   2557  16   1  -6 1 1 1
   2558  17   1  -6 1 1 1
   2559  18   1  -6 1 1 1
   2560  19   1  -6 1 1 1
   2561  20   1  -6 1 1 1
   2562  21   1  -6 1 1 1
   2563  22   1  -6 1 1 1
   2564  23   1  -6 1 1 1
   2565  24   1  -6 1 1 1
   2566  25   1  -6 1 1 1
   2567  26   1  -6 1 1 1
   2568  27   1  -6 1 1 1
   2569  28   1  -6 1 1 1
   2570  29   1  -6 1 1 1
   2571  30   1  -6 1 1 1
   2572  31   1  -6 1 1 1
   2573  32   1  -6 1 1 1
   2574  33   1  -6 1 1 1
   2575 -32   2  -6 1 1 1
   2576 -31   2  -6 1 1 1
   2577 -30   2  -6 1 1 1
   2578 -29   2  -6 1 1 1
   2579 -28   2  -6 1 1 1
   2580 -27   2  -6 1 1 1
   2581 -26   2  -6 1 1 1
   2582 -25   2  -6 1 1 1
   2583 -24   2  -6 1 1 1
   2584 -23   2  -6 1 1 1
   2585 -22   2  -6 1 1 1
   2586 -21   2  -6 1 1 1
   2587 -20   2  -6 1 1 1
   2588 -19   2  -6 1 1 1
   2589 -18   2  -6 1 1 1
   2590 -17   2  -6 1 1 1
   2591 -16   2  -6 1 1 1
   2592 -15   2  -6 1 1 1
   2593 -14   2  -6 1 1 1
   2594 -13   2  -6 1 1 1
   2595 -12   2  -6 1 1 1
   2596 -11   2  -6 1 1 1
   2597 -10   2  -6 1 1 1
   2598  -9   2  -6 1 1 1
   2599  -8   2  -6 1 1 1
   2600  -7   2  -6 1 1 1
   2601  -6   2  -6 1 1 1
   2602  -5   2  -6 1 1 1
   2603  -4   2  -6 1 1 1
   2604  -3   2  -6 1 1 1
   2605  -2   2  -6 1 1 1
   2606  -1   2  -6 1 1 1
   2607   0   2  -6 1 1 1
   2608   1   2  -6 1 1 1
   2609   2   2  -6 1 1 1
   2610   3   2  -6 1 1 1
   2611   4   2  -6 1 1 1
   2612   5   2  -6 1 1 1
   2613   6   2  -6 1 1 1
   2614   7   2  -6 1 1 1
   2615   8   2  -6 1 1 1
   2616   9   2  -6 1 1 1
   2617  10   2  -6 1 1 1
   2618  11   2  -6 1 1 1
   2619  12   2  -6 1 1 1
   2620  13   2  -6 1 1 1
   2621  14   2  -6 1 1 1
   2622  15   2  -6 1 1 1
   2623  16   2  -6 1 1 1
   2624  17   2  -6 1 1 1
   2625  18   2  -6 1 1 1
   2626  19   2  -6 1 1 1
   2627  20   2  -6 1 1 1
   2628  21   2  -6 1 1 1
   2629  22   2  -6 1 1 1
   2630  23   2  -6 1 1 1
   2631  24   2  -6 1 1 1
   2632  25   2  -6 1 1 1
   2633  26   2  -6 1 1 1
   2634  27   2  -6 1 1 1
   2635  28   2  -6 1 1 1
   2636  29   2  -6 1 1 1
   2637  30   2  -6 1 1 1
   2638  31   2  -6 1 1 1
   2639  32   2  -6 1 1 1
   2640  33   2  -6 1 1 1
   2641 -32   3  -6 1 1 1
   2642 -31   3  -6 1 1 1
   2643 -30   3  -6 1 1 1
   2644 -29   3  -6 1 1 1
   2645 -28   3  -6 1 1 1
   2646 -27   3  -6 1 1 1
   2647 -26   3  -6 1 1 1
   2648 -25   3  -6 1 1 1
   2649 -24   3  -6 1 1 1
   2650 -23   3  -6 1 1 1
   2651 -22   3  -6 1 1 1
   2652 -21   3  -6 1 1 1
   2653 -20   3  -6 1 1 1
   2654 -19   3  -6 1 1 1
   2655 -18   3  -6 1 1 1
   2656 -17   3  -6 1 1 1
   2657 -16   3  -6 1 1 1
   2658 -15   3  -6 1 1 1
   2659 -14   3  -6 1 1 1
   2660 -13   3  -6 1 1 1
   2661 -12   3  -6 1 1 1
   2662 -11   3  -6 1 1 1
   2663 -10   3  -6 1 1 1
   2664  -9   3  -6 1 1 1
   2665  -8   3  -6 1 1 1
   2666  -7   3  -6 1 1 1
   2667  -6   3  -6 1 1 1
   2668  -5   3  -6 1 1 1
   2669  -4   3  -6 1 1 1
   2670  -3   3  -6 1 1 1
   2671  -2   3  -6 1 1 1
   2672  -1   3  -6 1 1 1
   2673   0   3  -6 1 1 1
   2674   1   3  -6 1 1 1
   2675   2   3  -6 1 1 1
   2676   3   3  -6 1 1 1
   2677   4   3  -6 1 1 1
   2678   5   3  -6 1 1 1
   2679   6   3  -6 1 1 1
   2680   7   3  -6 1 1 1
   2681   8   3  -6 1 1 1
   2682   9   3  -6 1 1 1
   2683  10   3  -6 1 1 1
   2684  11   3  -6 1 1 1
   2685  12   3  -6 1 1 1
   2686  13   3  -6 1 1 1
   2687  14   3  -6 1 1 1
